City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,hammerfest,70.6634,23.6821,21.25,46,81,3.6,NO,1721612390
84,owatonna,44.0839,-93.226,22.2,82,40,0.45,US,1721612391
85,malango,-2.9627,119.9001,24.59,77,100,1.54,ID,1721612393
86,cockburn town,21.4612,-71.1419,27.48,82,42,9.0,TC,1721612394
87,afaahiti,-17.75,-149.2833,25.59,65,100,9.66,PF,1721612395
88,talnakh,69.4865,88.3972,9.06,55,13,6.84,RU,1721612396
89,nahiyat ash shinafiyah,31.5874,44.6602,34.56,20,0,4.45,IQ,1721612397
90,praia,14.9215,-23.5087,25.3,78,20,5.14,CV,1721612398
91,pimentel,-6.8367,-79.9342,17.16,82,0,8.23,PE,1721612399
92,rada tilly,-45.9333,-67.5333,16.27,36,0,20.06,AR,1721612401
93,dakhla,23.6848,-15.958,19.45,91,1,9.88,EH,1721612402
94,mynamaki,60.7446,22.0243,16.2,97,12,2.03,FI,1721612403
95,berdigestyakh,62.0989,126.6992,26.55,36,2,2.94,RU,1721612404
96,port saint john's,-31.6229,29.5448,14.26,78,84,2.02,ZA,1721612405
97,klyuchi,52.2667,79.1667,18.83,87,70,5.32,RU,1721612406
98,cartagena,10.3997,-75.5144,28.79,84,0,3.09,CO,1721612092
99,nuuk,64.1835,-51.7216,3.34,100,100,4.63,GL,1721612409
100,anadyr,64.75,177.4833,15.28,82,75,4.0,RU,1721612410
101,kavieng,-2.5744,150.7967,29.75,70,67,5.24,PG,1721612411
102,utrik,11.2278,169.8474,27.63,82,61,7.4,MH,1721612412
103,shimoda,34.6667,138.95,33.95,65,7,5.41,JP,1721612413
104,biskupiec,53.8647,20.9569,13.9,75,61,2.36,PL,1721612415
105,thompson,55.7435,-97.8558,19.09,72,100,5.66,CA,1721612416
106,bethel,41.3712,-73.414,24.25,81,52,0.59,US,1721612268
107,dudinka,69.4058,86.1778,7.9,55,18,7.05,RU,1721612418
108,mount pearl,47.5166,-52.7813,17.19,86,75,7.2,CA,1721612419
109,hamilton,39.1834,-84.5333,24.95,70,40,3.6,US,1721612060
110,touros,-5.1989,-35.4608,22.71,88,45,5.75,BR,1721612421
111,tsiombe,-25.3,45.4833,18.31,83,54,2.25,MG,1721612423
112,arauca,7.0847,-70.7591,25.98,89,20,1.03,CO,1721612424
113,pervomaysk,48.0443,30.8507,22.39,52,100,3.3,UA,1721612425
114,hawaiian paradise park,19.5933,-154.9731,28.18,70,100,5.66,US,1721612426
115,college,64.8569,-147.8028,26.99,34,40,1.54,US,1721612427
116,margaret river,-33.95,115.0667,16.89,72,100,8.17,AU,1721612428
117,jamestown,42.097,-79.2353,21.8,78,0,2.57,US,1721612139
118,aqadyr,48.2553,72.8483,21.05,54,1,1.42,KZ,1721612431
119,lianzhou,24.7811,112.3825,31.3,67,2,2.21,CN,1721612432
120,constantia,44.1833,28.65,21.5,80,0,3.87,RO,1721612433
121,igarka,67.4667,86.5833,11.09,54,0,7.73,RU,1721612434
122,edinburgh of the seven seas,-37.0676,-12.3116,11.05,60,100,13.32,SH,1721612435
123,iskateley,67.6803,53.1512,11.54,52,100,2.22,RU,1721612437
124,high river,50.5834,-113.8687,30.75,35,0,4.8,CA,1721612438
125,rio grande,-32.035,-52.0986,13.3,93,2,2.69,BR,1721612360
126,hami,42.8,93.45,33.39,17,16,7.11,CN,1721612440
127,nantucket,41.2835,-70.0995,23.08,99,40,1.54,US,1721612441
128,tura,25.5198,90.2201,25.22,94,100,2.62,IN,1721612442
129,dolinsk,47.35,142.8,18.13,95,100,7.76,RU,1721612444
130,ono,34.85,134.9333,31.71,63,1,3.36,JP,1721612445
131,khandyga,62.6667,135.6,17.03,81,99,2.58,RU,1721612446
132,lhasa,29.65,91.1,13.86,83,100,0.67,CN,1721612447
133,dunedin,-45.8742,170.5036,7.67,83,100,7.15,NZ,1721612448
134,yomju-up,39.8933,124.5981,25.34,91,100,5.48,KP,1721612449
135,misratah,32.3754,15.0925,27.84,56,0,2.39,LY,1721612450
136,katsuura,35.1333,140.3,28.64,81,32,4.75,JP,1721612452
137,ust-nera,64.5667,143.2,19.69,64,100,1.16,RU,1721612453
138,isafjordur,66.0755,-23.124,5.04,84,100,5.58,IS,1721612454
139,qaqortoq,60.7167,-46.0333,5.51,92,99,0.92,GL,1721612455
140,pisco,-13.7,-76.2167,16.03,82,0,5.66,PE,1721612456
141,severo-vostotchnyi bank,39.4112,49.2479,24.5,74,0,1.99,AZ,1721612457
142,sinabang,2.4803,96.3801,29.14,73,100,2.88,ID,1721612459
143,callao,-12.0667,-77.15,18.01,82,100,4.63,PE,1721612163
144,ilulissat,69.2167,-51.1,8.01,87,75,3.09,GL,1721612461
145,kitimat,54.0524,-128.6534,22.21,71,100,3.58,CA,1721612462
146,harper,4.375,-7.7169,24.0,84,99,5.1,LR,1721612463
147,kavaratti,10.5669,72.642,27.05,85,100,7.52,IN,1721612464
148,port mathurin,-19.6833,63.4167,22.45,69,4,6.07,MU,1721612466
149,acapulco de juarez,16.8634,-99.8901,28.9,70,100,0.0,MX,1721612262
150,whitehorse,60.7161,-135.0538,24.43,41,75,10.29,CA,1721612468
151,san fernando de apure,7.8878,-67.4724,23.62,96,100,1.62,VE,1721612469
152,hirara,24.8,125.2833,32.92,74,40,7.72,JP,1721612470
153,nadym,65.5333,72.5167,12.74,53,9,4.25,RU,1721612471
154,saipan,15.1355,145.701,27.39,83,75,7.72,MP,1721612474
155,tamanrasset,22.785,5.5228,28.95,34,40,3.6,DZ,1721612476
156,arraial do cabo,-22.9661,-42.0278,20.32,77,0,2.07,BR,1721612354
157,mejit,10.2753,170.8646,27.94,80,25,7.25,MH,1721612478
158,gloucester,51.8657,-2.2431,15.94,79,89,0.45,GB,1721612479
159,coquimbo,-29.9533,-71.3436,12.85,73,0,2.06,CL,1721612482
160,petropavlivka,48.4564,36.4367,23.93,35,99,3.36,UA,1721612483
161,nicoya,10.1483,-85.452,25.05,92,100,0.6,CR,1721612484
162,mahina,-17.5065,-149.489,26.53,57,75,3.09,PF,1721612485
163,palmer,42.1584,-72.3287,23.25,74,75,1.54,US,1721612486
164,imbituba,-28.24,-48.6703,18.25,82,100,1.81,BR,1721612488
165,dwarka,22.2394,68.9678,28.29,89,99,8.01,IN,1721612489
166,princeville,45.7668,-61.2985,18.82,97,6,0.85,CA,1721612490
167,bermeo,43.4209,-2.7215,16.11,78,82,2.36,ES,1721612491
168,holualoa,19.6228,-155.9522,25.86,78,70,4.64,US,1721612492
169,petrozavodsk,61.7849,34.3469,9.7,100,6,0.0,RU,1721612493
170,preobrazheniye,42.9019,133.9064,28.06,62,57,6.57,RU,1721612494
171,zaragoza,41.6561,-0.8773,18.34,55,0,8.75,ES,1721612496
172,alice springs,-23.7,133.8833,13.75,41,0,5.14,AU,1721612497
173,souillac,-20.5167,57.5167,17.97,94,20,2.57,MU,1721612498
174,fortuna,40.5982,-124.1573,17.42,80,100,2.68,US,1721612499
175,el nido,11.1858,119.3956,29.0,76,100,7.74,PH,1721612500
176,horta,38.5333,-28.6333,21.68,86,0,1.34,PT,1721612501
177,ebon,4.582,168.6964,29.16,75,16,6.15,MH,1721612503
178,polyarnyy,69.1989,33.4478,16.76,65,36,4.06,RU,1721612504
179,kodiak,57.79,-152.4072,17.73,72,20,2.06,US,1721612279
180,al kharijah,25.4514,30.5464,31.23,22,23,3.5,EG,1721612506
181,gisborne,-38.6533,178.0042,11.98,89,76,3.75,NZ,1721612507
182,salekhard,66.53,66.6019,11.37,59,92,3.39,RU,1721612508
183,trujillo,-8.116,-79.03,15.98,88,17,4.12,PE,1721612038
184,morehead city,34.7229,-76.726,28.0,84,40,5.14,US,1721612511
185,saint-philippe,-21.3585,55.7679,20.77,78,0,2.6,RE,1721612512
186,bayanhongor,46.7167,100.1167,16.29,48,3,1.07,MN,1721612513
187,castillos,-34.1667,-53.8333,11.7,93,92,2.69,UY,1721612514
188,calama,-22.4667,-68.9333,11.27,16,0,5.14,CL,1721612047
189,port moresby,-9.4431,147.1797,29.68,58,40,7.72,PG,1721612516
190,jabor,5.921,169.6434,28.52,78,23,4.91,MH,1721612517
191,hithadhoo,-0.6,73.0833,29.24,71,6,6.43,MV,1721612519
192,timaru,-44.4,171.25,10.03,61,100,2.93,NZ,1721612520
193,port lincoln,-34.7333,135.8667,16.01,65,73,8.26,AU,1721612521
194,acarau,-2.8856,-40.12,25.22,83,69,6.34,BR,1721612522
195,campoverde,-8.4753,-74.8058,27.83,63,19,0.25,PE,1721612523
196,petropavlovsk-kamchatsky,53.0452,158.6483,19.33,60,20,5.0,RU,1721612524
197,lerwick,60.1545,-1.1494,10.0,90,100,2.97,GB,1721612526
198,bismarck,46.8083,-100.7837,27.03,66,40,3.6,US,1721612527
199,saldanha,-33.0117,17.9442,5.03,72,5,4.83,ZA,1721612528
200,chibougamau,49.9168,-74.3659,13.79,72,75,3.09,CA,1721612529
201,suva,-18.1416,178.4415,28.71,70,40,3.09,FJ,1721612530
202,egilsstadir,65.2653,-14.3948,9.95,66,75,7.72,IS,1721612531
203,peniche,39.3558,-9.3811,17.38,92,0,7.66,PT,1721612532
204,vilyuchinsk,52.9306,158.4028,20.15,80,99,2.52,RU,1721612534
205,taiobeiras,-15.8078,-42.2331,14.26,84,13,0.7,BR,1721612535
206,ubinskoye,55.3068,79.6802,19.01,84,88,1.01,RU,1721612536
207,tiksi,71.6872,128.8694,4.18,99,100,2.27,RU,1721612537
208,ancud,-41.8697,-73.8203,7.71,91,3,0.88,CL,1721612538
209,greymouth,-42.4667,171.2,11.83,74,36,1.23,NZ,1721612539
210,stanley,54.868,-1.6985,13.17,88,0,1.03,GB,1721612541
211,malmberget,67.1753,20.6549,7.31,87,6,0.0,SE,1721612542
212,kazlu ruda,54.7667,23.5,16.11,91,0,1.24,LT,1721612543
213,vilyuysk,63.7553,121.6247,26.32,38,99,4.35,RU,1721612544
214,massenya,11.4039,16.1705,25.42,84,78,2.26,TD,1721612545
215,san patricio,28.017,-97.5169,29.35,69,3,5.46,US,1721612546
216,ati,13.2154,18.3353,27.52,67,88,2.64,TD,1721612547
217,fisterra,42.9049,-9.2629,16.68,81,0,7.16,ES,1721612549
218,vicuna mackenna,-33.9197,-64.3922,7.77,57,3,1.9,AR,1721612550
219,prince albert,53.2001,-105.7677,24.97,69,100,2.57,CA,1721612551
220,giengen an der brenz,48.6222,10.2431,19.27,92,95,3.4,DE,1721612552
221,laguna,38.421,-121.4238,36.97,38,0,3.09,US,1721612553
222,asosa,10.0667,34.5333,15.78,93,100,1.29,ET,1721612554
223,amos,48.5669,-78.1162,12.77,77,97,2.07,CA,1721612556
224,cannonvale,-20.2833,148.7,21.99,56,0,7.05,AU,1721612557
225,umba,66.6871,34.3429,11.38,67,58,0.44,RU,1721612558
226,port said,31.2565,32.2841,28.99,84,0,3.09,EG,1721612559
227,barcelos,41.5388,-8.6151,20.47,59,0,2.06,PT,1721612560
228,tchintabaraden,15.8969,5.7985,26.81,65,100,2.74,NE,1721612561
229,alo,6.5486,4.2686,23.88,88,29,3.52,NG,1721612562
230,miyang,24.4042,103.4428,21.93,89,94,1.19,CN,1721612564
231,cabo san lucas,22.8909,-109.9124,31.77,58,0,8.23,MX,1721612565
232,songjianghe,42.1859,127.479,28.49,54,82,3.61,CN,1721612566
233,kamba,11.8486,3.6576,24.38,90,100,2.8,NG,1721612567
234,mata-utu,-13.2816,-176.1745,27.41,72,15,10.23,WF,1721612568
235,enewetak,11.3474,162.3373,28.54,80,84,7.8,MH,1721612569
236,badr hunayn,23.7829,38.7905,29.09,55,100,1.86,SA,1721612571
237,bratsk,56.1325,101.6142,23.27,64,100,0.24,RU,1721612573
238,fada,7.25,4.0667,20.83,99,52,0.95,NG,1721612574
239,bairnsdale,-37.8333,147.6167,18.92,53,94,1.34,AU,1721612575
240,chahar burj,34.2448,62.1917,25.79,21,0,1.73,AF,1721612576
241,ta`u,-14.2336,-169.5144,26.51,73,9,8.77,AS,1721612578
242,santander jimenez,24.2167,-98.4667,26.88,76,6,5.5,MX,1721612579
243,mawu,34.4307,104.9176,16.52,98,100,0.97,CN,1721612580
244,magaria,12.9983,8.9099,26.21,72,65,4.38,NE,1721612581
245,san luis de la loma,17.2706,-100.8939,26.19,86,100,1.49,MX,1721612582
246,brokopondo,4.75,-55.1667,25.46,88,99,4.12,SR,1721612583
247,weatherford,32.7593,-97.7972,29.2,69,87,0.45,US,1721612584
248,aswan,24.0934,32.907,32.61,19,0,1.03,EG,1721612586
249,qurayyat,31.3318,37.3428,23.1,35,0,3.6,SA,1721612587
250,saint-pierre,-21.3393,55.4781,20.82,52,0,3.09,RE,1721612588
251,fale old settlement,-9.3852,-171.2468,28.34,75,11,9.05,TK,1721612589
252,kalevala,65.2,31.1667,10.29,71,19,1.01,RU,1721612590
253,opatija,45.3392,14.3083,23.98,84,100,2.18,HR,1721612591
254,sretensk,52.2453,117.7093,28.34,32,4,2.88,RU,1721612592
255,nichinan,31.6,131.3667,30.82,64,0,2.66,JP,1721612594
256,daru,-9.0763,143.2092,25.01,83,100,7.71,PG,1721612595
257,saveh,35.0213,50.3566,25.99,47,0,2.01,IR,1721612596
258,gebeit,21.0667,36.3167,29.76,24,100,2.16,SD,1721612597
259,flying fish cove,-10.4217,105.6791,25.82,73,100,6.17,CX,1721612598
260,amurrio,43.05,-3.0,14.79,81,6,0.64,ES,1721612599
261,diego de almagro,-26.3667,-70.05,9.22,72,0,0.99,CL,1721612601
262,sangkhla buri,15.1555,98.4536,23.14,97,100,0.03,TH,1721612602
263,tevriz,57.509,72.4042,15.35,70,100,0.98,RU,1721612603
264,ola,59.5833,151.2833,15.19,87,99,1.01,RU,1721612604
265,tuzha,57.6062,47.936,11.65,79,0,3.92,RU,1721612605
266,akureyri,65.6835,-18.0878,10.96,54,75,5.66,IS,1721612606
267,zouerate,22.7187,-12.4521,35.45,22,36,9.07,MR,1721612608
268,hermanus,-34.4187,19.2345,4.89,80,5,2.41,ZA,1721612609
269,taro,-8.3862,115.28,25.0,64,25,1.15,ID,1721612610
270,queenstown,-31.8976,26.8753,3.74,36,2,2.71,ZA,1721612611
271,selfoss,63.9331,-20.9971,8.91,82,96,4.85,IS,1721612612
272,gamba,-2.65,10.0,20.35,93,11,1.42,GA,1721612613
273,guiberoua,6.2392,-6.1727,21.62,95,98,1.86,CI,1721612614
274,kirensk,57.7853,108.1119,26.96,59,82,0.32,RU,1721612616
275,kingston,17.997,-76.7936,26.38,75,9,1.54,JM,1721612617
276,nemuro,43.3236,145.575,20.34,83,21,9.34,JP,1721612618
277,oulainen,64.2667,24.8,12.12,73,66,2.38,FI,1721612619
278,nagqu,31.5,92.0,10.22,80,100,1.7,CN,1721612620
279,priozersk,61.0393,30.1291,13.74,89,0,2.46,RU,1721612621
280,champerico,14.3,-91.9167,28.22,77,59,3.38,GT,1721612623
281,haiku-pauwela,20.9219,-156.3051,28.45,74,68,7.74,US,1721612624
282,kone,-21.0595,164.8658,26.11,42,0,3.48,NC,1721612625
283,puerto palomas,31.7667,-107.6167,28.4,40,99,4.42,MX,1721612626
284,menongue,-14.6585,17.691,10.19,29,0,1.11,AO,1721612627
285,aykhal,66.0,111.5,15.3,65,83,8.57,RU,1721612628
286,el hadjira,32.6134,5.5126,34.85,12,4,1.69,DZ,1721612630
287,nasir,15.5894,32.5634,28.84,60,100,8.8,SD,1721612631
288,broome,42.2506,-75.833,20.82,64,97,1.1,US,1721612632
289,qui nhon,13.7667,109.2333,31.03,61,90,6.76,VN,1721612344
290,port alfred,-33.5906,26.891,11.34,74,0,3.1,ZA,1721612634
291,santa maria,-29.6842,-53.8069,15.61,94,0,2.06,BR,1721612386
292,vadso,70.0744,29.7487,18.49,88,25,2.06,NO,1721612637
293,goundam,16.4145,-3.6708,31.86,46,33,5.56,ML,1721612638
294,clarksdale,34.2001,-90.5709,26.99,100,67,2.57,US,1721612639
295,benguela,-12.5763,13.4055,20.36,83,36,1.8,AO,1721612640
296,san jose del guaviare,2.5729,-72.6459,20.98,95,100,0.98,CO,1721612641
297,urangan,-25.3,152.9,18.5,58,3,4.37,AU,1721612643
298,maumere,-8.6199,122.2111,26.91,74,100,3.17,ID,1721612645
299,crane,31.3974,-102.3501,24.87,55,100,8.83,US,1721612646
300,abra pampa,-22.7205,-65.697,7.1,23,2,2.19,AR,1721612647
301,geraldton,-28.7667,114.6,14.23,67,97,4.12,AU,1721612648
302,yuzhno-kurilsk,44.0306,145.8556,23.33,74,38,7.67,RU,1721612649
303,khabarovsk,48.4808,135.0928,23.89,83,40,3.0,RU,1721612650
304,revda,56.801,59.9303,10.73,82,100,3.87,RU,1721612652
305,saint-pierre-du-mont,43.8845,-0.5219,18.77,90,100,1.03,FR,1721612653
306,doka,13.5167,35.7667,21.14,93,100,5.18,SD,1721612654
307,ritchie,-29.038,24.6028,-0.44,23,2,2.88,ZA,1721612655
308,waingapu,-9.6567,120.2641,27.88,61,93,7.83,ID,1721612656
309,niafunke,15.9322,-3.9906,30.91,58,72,4.5,ML,1721612657
310,guerrero negro,27.9769,-114.0611,22.28,81,96,6.39,MX,1721612659
311,bururi,-3.85,29.6333,16.09,63,79,0.63,BI,1721612661
312,lodja,-3.4833,23.4333,21.16,85,50,0.91,CD,1721612663
313,ulsteinvik,62.3432,5.8487,13.07,92,100,1.34,NO,1721612664
314,praia da vitoria,38.7333,-27.0667,24.14,73,75,1.84,PT,1721612667
315,darlington,54.5243,-1.5504,14.36,75,100,1.23,GB,1721612668
316,harstad,68.799,16.5293,20.34,60,82,9.39,NO,1721612669
317,aripuana,-9.1667,-60.6333,23.41,45,100,0.78,BR,1721612670
318,bilajer,40.5681,50.0378,20.9,94,0,0.0,AZ,1721612671
319,mpongwe,-13.5091,28.155,13.29,43,3,2.09,ZM,1721612672
320,mahdishahr,35.7108,53.3556,22.52,47,0,4.15,IR,1721612674
321,lipany,49.1538,20.9638,17.25,91,0,1.78,SK,1721612675
322,samokov,42.3333,23.55,19.14,73,13,2.14,BG,1721612676
323,medicine hat,50.0501,-110.6683,31.24,33,0,2.57,CA,1721612662
324,ankazoabo,-22.2833,44.5167,14.28,50,0,2.53,MG,1721612679
325,linping,30.4225,120.2972,34.97,53,6,3.99,CN,1721612681
326,eureka,40.8021,-124.1637,17.36,80,73,2.68,US,1721612682
327,shetpe,44.1667,52.1167,24.09,61,97,2.33,KZ,1721612683
328,andratx,39.5755,2.4202,22.01,64,0,2.93,ES,1721612684
329,patterson,37.4716,-121.1297,35.97,38,0,3.87,US,1721612499
330,lame,10.4415,9.2396,20.61,93,100,1.44,NG,1721612686
331,catriel,-37.8791,-67.7956,11.01,27,0,3.18,AR,1721612688
332,poddebice,51.8934,18.9573,19.97,60,38,2.61,PL,1721612690
333,port macquarie,-31.4333,152.9167,16.71,49,0,1.34,AU,1721612692
334,vila velha,-20.3297,-40.2925,21.97,91,100,0.0,BR,1721612423
335,kirovskoye,42.6198,71.5891,20.35,32,0,1.22,KG,1721612695
336,el jadid,33.2549,-8.506,20.31,83,0,5.68,MA,1721612696
337,sangin,32.0728,64.8359,31.31,14,1,0.57,AF,1721612697
338,iwanai,42.9744,140.5089,25.68,78,66,4.86,JP,1721612698
339,santana,-0.0583,-51.1817,28.1,83,40,1.54,BR,1721612545
340,ula,22.7225,88.5556,27.99,94,100,3.09,IN,1721612700
341,mirny,62.5353,113.9611,25.4,53,16,3.49,RU,1721612701
342,la foa,-21.7108,165.8276,22.64,53,1,2.89,NC,1721612703
343,westport,41.1415,-73.3579,24.7,79,84,1.34,US,1721612455
344,port douglas,-16.4833,145.4667,22.19,62,95,6.43,AU,1721612705
345,antsiranana,-12.2787,49.2917,21.64,84,89,5.89,MG,1721612706
346,arawa,-6.2132,155.5367,30.93,66,100,2.67,PG,1721612707
347,maughold,54.2988,-4.3184,13.08,96,100,6.54,IM,1721612708
348,la'ie,21.6477,-157.9253,30.0,75,65,3.58,US,1721612710
349,rawai,7.7797,98.3253,31.1,76,100,4.45,TH,1721612711
350,jos,9.9167,8.9,17.99,95,100,1.98,NG,1721612712
351,laurentides,46.4334,-74.9826,13.73,68,4,0.97,CA,1721612713
352,lambarene,-0.7001,10.2406,20.98,87,33,1.06,GA,1721612714
353,lospalos,-8.5186,127.0025,24.14,58,33,5.83,TL,1721612715
354,xinghua,32.9392,119.8342,33.67,70,54,4.57,CN,1721612717
355,la paz,-16.5,-68.15,6.99,68,20,4.63,BO,1721612658
356,port elizabeth,-33.918,25.5701,9.06,90,0,2.06,ZA,1721612719
357,san antonio de pale,-1.4014,5.6325,23.04,77,80,3.24,GQ,1721612720
358,novyy urgal,51.0736,132.5642,25.28,58,73,1.46,RU,1721612721
359,barh,25.4833,85.7167,30.96,69,89,6.74,IN,1721612722
360,saint-francois,46.4154,3.9054,19.69,90,100,3.09,FR,1721612723
361,carentan,49.3031,-1.2481,15.82,92,25,3.77,FR,1721612725
362,halifax,44.6453,-63.5724,19.94,71,40,5.14,CA,1721612539
363,flin flon,54.7682,-101.865,26.62,38,23,4.68,CA,1721612643
364,santa ana,33.7456,-117.8678,31.25,64,40,5.14,US,1721612695
365,fortaleza,-3.7227,-38.5247,28.37,91,20,4.12,BR,1721612721
366,ormond-by-the-sea,29.3491,-81.0665,29.13,86,75,2.06,US,1721612730
367,taoudenni,22.6783,-3.9836,36.94,20,9,4.25,ML,1721612731
